user_id,work_id,title,body,visibility,created_at,updated_at
1101,17009424879273415199,Solid read,Dialogue shines throughout.,private,2025-05-15 14:11:24,2025-05-23 06:17:40
362,1954630598379642516,Classic,I learned a lot from this book.,public,2023-05-13 02:57:44,2023-06-06 23:15:08
768,12750547231147173883,Great characters,Fantastic world-building and tension.,private,2024-01-18 05:41:34,2024-02-08 19:02:36
794,17736984454109069218,Page-turner,Ending surprised me—in a good way.,private,2025-10-28 09:07:41,2025-11-15 08:22:52
996,12453146079112960672,Classic,Dialogue shines throughout.,private,2025-01-10 10:50:38,2025-01-31 18:03:02
1457,12054847650003474082,Solid read,Dialogue shines throughout.,public,2023-01-23 00:27:23,2023-02-14 01:38:14
1239,9142892420785188276,Couldn’t put it down,Plot dragged in the middle.,public,2023-12-30 13:09:32,2024-01-25 01:36:45
262,13035090967442209338,Overhyped,Exceeded expectations.,public,2025-03-23 22:31:12,2025-04-17 04:51:17
1163,3106819819872288331,"Slow start, strong finish",Needed tighter editing.,public,2023-06-29 02:54:53,2023-07-07 11:56:41
1032,10475403795216224585,Page-turner,Needed tighter editing.,public,2025-03-30 13:29:13,2025-04-12 21:42:33
476,5570906890598382165,Great characters,I learned a lot from this book.,private,2023-01-21 03:32:40,2023-01-27 03:56:20
1482,13125774240140791078,Mixed feelings,Needed tighter editing.,public,2024-07-17 10:08:23,2024-07-30 10:39:56
633,16177063544533755729,Great characters,Characters felt real and memorable.,public,2023-09-17 17:27:11,2023-10-10 10:51:36
227,10413786835513595792,Not my favorite,Fantastic world-building and tension.,public,2024-09-26 19:32:27,2024-10-05 00:40:48
382,1980525054924090914,Solid read,Fantastic world-building and tension.,public,2023-12-22 17:32:00,2024-01-13 06:07:50
323,12292701972735382358,Solid read,Exceeded expectations.,public,2023-11-17 05:08:49,2023-12-13 03:21:13
35,5815423582504298888,Page-turner,Dialogue shines throughout.,public,2024-12-29 14:26:38,2025-01-13 23:03:29
690,10167800627886766403,Solid read,Exceeded expectations.,public,2024-09-04 01:32:09,2024-09-30 12:29:39
956,13717453233649503578,Page-turner,Plot dragged in the middle.,public,2025-03-21 09:55:01,2025-04-09 10:23:03
1143,17869328135091510350,Classic,Exceeded expectations.,public,2024-11-26 04:04:37,2024-12-17 17:25:40
1148,12639380832589340163,Mixed feelings,Would recommend to friends.,public,2023-08-06 23:00:16,2023-08-15 10:57:09
903,2882527806074513566,Overhyped,I learned a lot from this book.,public,2023-02-14 11:12:39,2023-03-14 03:36:58
1030,6160653512047927727,"Slow start, strong finish",Ending surprised me—in a good way.,private,2023-08-08 23:35:39,2023-08-19 17:17:36
734,9158359524095151852,"Slow start, strong finish",Well-paced and engaging.,public,2023-04-16 06:54:58,2023-04-21 21:57:00
364,3168763647307881221,Couldn’t put it down,Characters felt real and memorable.,public,2024-05-21 22:15:40,2024-06-02 04:07:20
763,2137671637532260769,Solid read,Ending surprised me—in a good way.,public,2023-11-13 04:12:05,2023-12-10 07:44:55
436,8649398758565240968,"Slow start, strong finish",I learned a lot from this book.,public,2024-08-01 12:29:31,2024-08-03 14:38:46
361,5088914516155435239,Couldn’t put it down,Characters felt real and memorable.,private,2023-04-04 16:14:11,2023-04-15 02:21:02
923,4563334277818193556,Page-turner,Fantastic world-building and tension.,public,2025-05-01 14:32:17,2025-05-03 21:23:11
710,17250748449739571048,"Slow start, strong finish",Well-paced and engaging.,public,2025-06-01 02:57:33,2025-06-11 13:34:31
1261,4379532848712295252,Classic,Dialogue shines throughout.,public,2025-05-19 11:53:49,2025-06-01 07:27:02
540,7299262687638588248,Great characters,Would recommend to friends.,public,2023-08-03 06:23:51,2023-08-12 18:47:25
316,11765350269566020786,Couldn’t put it down,Ending surprised me—in a good way.,public,2024-04-10 19:19:43,2024-04-14 20:10:07
711,14392264638061158266,"Slow start, strong finish",Well-paced and engaging.,public,2024-10-05 03:29:16,2024-10-18 22:48:13
890,12622028517214578005,Classic,Well-paced and engaging.,public,2023-10-03 08:57:12,2023-10-18 04:00:39
440,3520315320677047462,Loved it,I learned a lot from this book.,public,2024-06-13 09:45:24,2024-07-07 06:18:58
1297,15778701142808382399,Loved it,Fantastic world-building and tension.,public,2024-11-16 22:21:03,2024-11-22 07:29:25
1364,3956596146839647057,Couldn’t put it down,Would recommend to friends.,public,2023-08-09 00:49:20,2023-08-14 17:35:03
88,2041726759033014491,Overhyped,Fantastic world-building and tension.,public,2023-07-28 15:24:31,2023-08-19 10:29:00
532,16019410847058002609,Loved it,Needed tighter editing.,public,2023-11-28 12:36:25,2023-11-30 01:38:13
717,13082013125442177130,Solid read,Well-paced and engaging.,public,2025-04-07 01:48:09,2025-04-20 01:30:23
1270,9021503759521542884,Mixed feelings,Fantastic world-building and tension.,public,2023-02-18 23:09:24,2023-02-22 04:42:43
667,4598307940095446733,Classic,Plot dragged in the middle.,private,2024-05-01 14:22:54,2024-05-01 14:49:56
209,3015013229332239616,Classic,Needed tighter editing.,public,2025-08-22 05:41:22,2025-09-12 04:25:19
1271,5135043854262148143,Classic,Ending surprised me—in a good way.,private,2025-02-05 06:37:19,2025-02-09 15:52:04
149,2980482692843951654,Solid read,Would recommend to friends.,public,2023-06-26 03:06:48,2023-06-30 06:59:14
605,13406603471590335477,Page-turner,Needed tighter editing.,public,2023-06-13 19:17:00,2023-07-06 07:56:31
814,10650792900290833672,Not my favorite,Needed tighter editing.,public,2024-07-22 15:24:19,2024-08-07 15:35:08
427,1279396712287299725,Overhyped,Characters felt real and memorable.,public,2023-10-25 08:35:16,2023-10-28 05:53:13
142,8221861436663830672,Solid read,Dialogue shines throughout.,public,2024-05-13 02:21:44,2024-06-01 11:35:36
1040,15955024153088791691,Overhyped,I learned a lot from this book.,public,2025-01-17 05:35:37,2025-02-11 14:14:20
1379,5963391985758717296,Page-turner,Well-paced and engaging.,public,2025-07-27 15:55:18,2025-08-20 13:46:34
751,8021464408315906867,Not my favorite,I learned a lot from this book.,private,2024-09-11 04:57:04,2024-09-13 11:19:35
1161,6656644811619662347,Overhyped,I learned a lot from this book.,public,2023-08-26 06:23:49,2023-09-03 10:54:08
719,4390902063768311512,Not my favorite,Would recommend to friends.,public,2025-07-25 20:00:36,2025-08-01 21:45:52
626,11908295882697444209,Loved it,Characters felt real and memorable.,public,2024-11-03 04:46:31,2024-11-20 00:27:47
288,13488118934127689334,Classic,Needed tighter editing.,public,2024-01-24 01:46:12,2024-02-06 22:35:52
605,16228950163187927909,"Slow start, strong finish",Dialogue shines throughout.,public,2023-03-15 08:36:30,2023-03-26 06:44:04
966,4234617194423642524,Loved it,Dialogue shines throughout.,public,2023-08-07 07:46:43,2023-08-16 18:20:26
1430,4832052480731776552,Page-turner,Fantastic world-building and tension.,private,2023-07-10 02:35:10,2023-07-28 16:50:45
214,5150271270295247978,Loved it,Would recommend to friends.,public,2024-02-02 06:39:23,2024-03-02 06:21:02
354,15413524273918646948,Couldn’t put it down,Dialogue shines throughout.,public,2025-08-17 13:11:51,2025-08-28 18:35:04
1288,9655405826673040714,Great characters,Would recommend to friends.,public,2024-05-02 18:58:42,2024-05-25 15:50:19
1202,1423474768267390973,Mixed feelings,Needed tighter editing.,public,2024-10-23 01:32:43,2024-10-28 17:28:58
517,16011654034665767937,Loved it,Well-paced and engaging.,public,2024-09-21 20:53:55,2024-10-04 03:03:19
1323,6146331960901026160,Mixed feelings,Would recommend to friends.,public,2025-03-03 09:11:59,2025-03-31 06:19:20
458,10540519860895187811,Page-turner,Characters felt real and memorable.,public,2024-08-01 04:51:15,2024-08-26 02:25:42
616,6203458679165660793,Loved it,Needed tighter editing.,private,2025-04-01 01:54:31,2025-04-17 07:12:23
302,147824615854230687,Couldn’t put it down,Would recommend to friends.,public,2023-10-26 23:58:58,2023-11-01 23:12:31
558,14734743242644779607,Classic,Exceeded expectations.,public,2024-05-09 14:01:59,2024-05-30 16:42:20
1436,18140525579243158060,Solid read,Needed tighter editing.,public,2024-08-24 01:16:07,2024-09-03 13:45:37
1363,18364333944379757476,Not my favorite,Characters felt real and memorable.,public,2024-06-20 17:48:25,2024-06-21 11:07:07
1091,11631806166681768325,Great characters,Dialogue shines throughout.,public,2023-12-24 08:52:23,2024-01-06 02:02:26
1196,12131085956787012725,Loved it,Ending surprised me—in a good way.,private,2024-12-17 18:00:24,2025-01-12 08:31:44
1205,8138242633067127734,Not my favorite,Exceeded expectations.,public,2025-04-11 00:49:40,2025-05-07 05:03:15
558,2144660149900321576,Mixed feelings,Plot dragged in the middle.,public,2023-09-21 12:40:37,2023-09-23 00:26:45
509,12047905855563773806,Solid read,Needed tighter editing.,public,2023-08-04 11:26:25,2023-08-29 07:38:00
1231,2405901524857142687,Overhyped,Characters felt real and memorable.,public,2025-07-27 15:05:33,2025-08-04 06:49:26
871,792489315591390574,"Slow start, strong finish",Would recommend to friends.,public,2023-10-04 18:17:36,2023-10-30 19:05:54
1259,7458573042317484716,Loved it,Fantastic world-building and tension.,public,2023-05-22 20:19:51,2023-06-19 10:29:20
896,9395999386424431185,Not my favorite,Fantastic world-building and tension.,public,2025-10-03 13:36:50,2025-10-06 13:08:24
859,7679393102733462675,Solid read,Would recommend to friends.,public,2024-07-30 04:53:33,2024-08-27 19:48:02
1407,1419083151336288543,"Slow start, strong finish",I learned a lot from this book.,private,2023-04-23 12:26:26,2023-04-29 19:54:10
469,5504651508311780280,Mixed feelings,Well-paced and engaging.,public,2023-11-02 10:54:30,2023-11-06 22:03:08
1289,8646945156171796029,Loved it,Well-paced and engaging.,public,2023-03-09 12:28:42,2023-04-06 08:11:21
1355,9571000859008140651,Page-turner,Fantastic world-building and tension.,public,2023-10-06 12:25:46,2023-10-19 19:54:20
369,14764251103581635395,Page-turner,Exceeded expectations.,private,2024-04-08 15:25:15,2024-05-05 18:22:59
439,6160742602701931346,Great characters,I learned a lot from this book.,private,2023-09-19 00:02:54,2023-09-23 22:02:01
843,2589993625855705235,Page-turner,Well-paced and engaging.,private,2025-10-27 14:32:09,2025-11-04 18:17:45
1176,14137033342260332132,"Slow start, strong finish",Ending surprised me—in a good way.,public,2023-04-04 02:13:18,2023-05-01 07:32:44
924,62883058712304106,Not my favorite,Ending surprised me—in a good way.,public,2025-06-30 08:35:01,2025-07-23 03:51:19
861,4823424290441871994,Loved it,Needed tighter editing.,public,2024-10-04 04:02:03,2024-10-19 04:28:22
1381,17639282612857434693,Loved it,Dialogue shines throughout.,public,2025-07-13 14:53:16,2025-07-16 04:23:03
773,13085920665828853659,Overhyped,Would recommend to friends.,public,2023-04-09 09:39:31,2023-04-21 22:15:32
1487,14254131895955676743,Page-turner,I learned a lot from this book.,public,2025-04-11 20:11:51,2025-04-20 22:45:47
822,258425913557879430,Page-turner,Would recommend to friends.,public,2024-07-06 10:14:28,2024-08-04 09:09:37
1113,5327167980598932342,Couldn’t put it down,Fantastic world-building and tension.,public,2024-02-23 04:59:03,2024-03-15 12:27:34
670,14789300563786032355,Couldn’t put it down,I learned a lot from this book.,public,2024-05-13 07:05:15,2024-06-01 16:23:08
1376,64089636356109488,"Slow start, strong finish",Dialogue shines throughout.,public,2025-10-30 10:23:58,2025-11-25 05:01:11
707,9584625915399609981,Overhyped,Needed tighter editing.,private,2023-10-03 14:14:06,2023-10-17 03:42:12
726,15146497105888590813,Classic,Fantastic world-building and tension.,public,2023-09-22 12:11:47,2023-09-27 06:38:41
566,15745738089350377166,Classic,Plot dragged in the middle.,public,2024-04-26 06:35:43,2024-05-22 15:53:51
1122,5430867537907039516,Solid read,Fantastic world-building and tension.,public,2025-04-30 15:42:16,2025-05-02 00:36:31
208,1005767455771244051,Overhyped,Characters felt real and memorable.,public,2025-03-21 16:34:37,2025-04-20 04:26:06
485,1391471924475775416,Couldn’t put it down,Exceeded expectations.,public,2023-02-14 20:32:44,2023-02-27 12:03:47
1427,16849541269155324686,Loved it,Needed tighter editing.,public,2024-06-12 05:37:16,2024-07-11 17:18:44
219,17187052714306129641,Page-turner,Ending surprised me—in a good way.,private,2023-09-12 18:56:06,2023-09-20 04:07:39
1332,5920329562181527511,Not my favorite,Would recommend to friends.,public,2023-01-12 20:13:46,2023-02-02 09:26:58
385,2533602328237461434,Classic,I learned a lot from this book.,public,2025-09-25 19:15:41,2025-09-28 23:55:49
563,3066043741732145143,"Slow start, strong finish",Characters felt real and memorable.,private,2024-04-07 20:21:29,2024-04-18 14:28:42
1372,14760880758078232683,Solid read,Ending surprised me—in a good way.,public,2024-06-20 20:03:48,2024-07-11 00:16:01
1386,7822371783689968946,"Slow start, strong finish",Characters felt real and memorable.,public,2025-04-29 18:02:10,2025-05-26 19:44:26
143,9078549389124608890,Mixed feelings,Plot dragged in the middle.,private,2024-12-27 15:43:02,2025-01-20 15:57:30
158,1279317635255607425,Not my favorite,I learned a lot from this book.,public,2023-08-28 14:25:32,2023-09-03 13:53:43
343,9468625989704259097,Couldn’t put it down,Exceeded expectations.,public,2024-05-26 11:19:43,2024-06-01 13:01:06
427,3765052120763802875,Loved it,Fantastic world-building and tension.,public,2023-12-19 09:43:57,2024-01-18 02:57:14
1017,18194958170657246482,Loved it,Would recommend to friends.,public,2024-03-20 11:44:13,2024-04-18 09:29:24
1410,14455664210496177425,Couldn’t put it down,Would recommend to friends.,public,2025-08-16 17:44:09,2025-08-28 12:51:19
36,11401897801925952457,Page-turner,Would recommend to friends.,public,2025-05-24 18:28:04,2025-06-05 04:53:21
1029,18247254888946093148,Couldn’t put it down,Dialogue shines throughout.,public,2025-06-27 11:47:12,2025-07-12 16:13:34
879,11856812360857916585,"Slow start, strong finish",Ending surprised me—in a good way.,private,2025-01-20 18:57:58,2025-02-09 23:32:07
1105,1867445472106154929,Overhyped,Would recommend to friends.,public,2023-06-09 08:05:04,2023-06-12 19:30:16
919,4190814595747494923,Loved it,Plot dragged in the middle.,private,2023-03-25 14:18:41,2023-03-31 15:03:52
448,16364804090888401662,Solid read,Well-paced and engaging.,public,2024-09-08 12:02:56,2024-09-24 07:37:59
589,17690018507138895208,Overhyped,I learned a lot from this book.,public,2023-09-14 16:38:52,2023-10-02 00:44:44
1478,16361159960708634792,Mixed feelings,Exceeded expectations.,public,2024-07-18 18:56:33,2024-07-24 18:13:10
642,14708279853507563750,Solid read,I learned a lot from this book.,public,2023-03-20 11:54:21,2023-03-20 18:59:15
714,6548319279954409244,Overhyped,Well-paced and engaging.,public,2024-05-06 07:14:27,2024-05-15 00:45:50
869,10780822556984422312,Page-turner,Dialogue shines throughout.,private,2024-10-14 20:24:02,2024-10-21 12:25:03
1233,2271526559358722247,Solid read,Well-paced and engaging.,public,2023-12-20 18:00:16,2024-01-12 02:53:05
957,4327722730216797004,Classic,I learned a lot from this book.,public,2023-05-20 09:11:38,2023-05-29 01:54:01
293,18275909739390549338,Classic,Exceeded expectations.,public,2025-01-16 06:32:46,2025-01-28 16:06:31
88,13523371742540388796,Loved it,Fantastic world-building and tension.,public,2025-04-04 03:47:38,2025-04-28 14:32:24
389,5433590579047925491,Mixed feelings,Characters felt real and memorable.,public,2025-08-08 16:46:44,2025-08-27 09:24:52
311,1944954083963933946,Great characters,Exceeded expectations.,public,2023-08-04 15:53:40,2023-08-28 13:40:09
1163,7019481151001193274,"Slow start, strong finish",Ending surprised me—in a good way.,private,2025-09-13 15:57:50,2025-09-23 12:02:38
508,18242046571079552153,Great characters,Would recommend to friends.,public,2024-09-19 06:40:26,2024-09-20 05:58:38
193,16816742529427113916,"Slow start, strong finish",Plot dragged in the middle.,public,2024-05-16 05:50:45,2024-06-07 01:02:18
162,12961691646860240381,Great characters,I learned a lot from this book.,public,2024-03-09 10:41:08,2024-03-12 10:08:01
1167,14501514478730629844,Solid read,Dialogue shines throughout.,public,2023-02-09 19:04:00,2023-02-25 01:04:33
1363,598597876639787486,Overhyped,Fantastic world-building and tension.,public,2025-06-27 01:20:36,2025-07-11 02:59:54
867,11289489828551064945,Mixed feelings,Exceeded expectations.,public,2024-11-06 19:51:06,2024-11-09 17:32:17
987,14885629195371099866,Page-turner,Fantastic world-building and tension.,public,2025-03-21 02:19:29,2025-04-17 16:58:09
1293,10890496244025123884,Great characters,Characters felt real and memorable.,public,2023-07-30 18:49:54,2023-08-24 00:10:28
265,6176918159436060183,Mixed feelings,Exceeded expectations.,public,2025-03-16 19:51:27,2025-04-15 04:56:27
398,13342488984518120763,Loved it,Needed tighter editing.,public,2023-12-24 06:15:53,2024-01-03 04:53:56
786,10716119654837750255,Overhyped,Dialogue shines throughout.,public,2024-06-21 11:16:47,2024-06-25 13:34:46
1442,8812917740046685954,Loved it,Fantastic world-building and tension.,public,2024-05-17 09:28:02,2024-06-15 23:53:09
881,3310525247323509162,Couldn’t put it down,Fantastic world-building and tension.,private,2023-07-15 02:11:57,2023-07-17 05:50:06
1460,15463555090975692785,Overhyped,Dialogue shines throughout.,public,2025-08-31 04:09:01,2025-09-09 07:17:03
145,15608425124192638436,Overhyped,Would recommend to friends.,public,2023-08-20 08:52:39,2023-08-29 06:18:55
1399,3765932486140979875,Not my favorite,Characters felt real and memorable.,public,2025-07-01 17:20:55,2025-07-15 20:08:29
1466,15736707778212493019,Not my favorite,Needed tighter editing.,public,2023-09-12 10:27:27,2023-09-27 03:06:30
674,2137407506072813459,Solid read,Exceeded expectations.,public,2023-01-08 01:33:25,2023-01-29 08:51:11
853,4836958838764979455,Couldn’t put it down,Characters felt real and memorable.,public,2025-01-28 01:11:54,2025-02-22 07:39:37
1209,12443801399533637394,"Slow start, strong finish",I learned a lot from this book.,public,2024-04-20 07:30:55,2024-05-08 11:13:32
481,4368211048750499458,"Slow start, strong finish",Would recommend to friends.,private,2023-04-26 16:48:23,2023-05-04 15:54:13
96,14330724728511132348,Classic,Exceeded expectations.,public,2025-04-30 01:25:06,2025-05-25 16:00:47
1384,4927123408135982858,Couldn’t put it down,I learned a lot from this book.,public,2025-08-03 23:59:01,2025-08-09 07:48:23
721,16092992848631968686,Couldn’t put it down,Dialogue shines throughout.,public,2024-12-05 19:55:12,2024-12-24 03:50:27
1471,1329602553993824492,Overhyped,Plot dragged in the middle.,public,2025-10-02 12:25:08,2025-10-29 22:26:45
144,8216941510715002298,Not my favorite,Would recommend to friends.,public,2023-06-17 17:48:28,2023-07-11 02:18:54
1331,17830301487500324874,Great characters,Fantastic world-building and tension.,public,2025-08-26 13:01:27,2025-09-23 08:47:04
177,15033823828703864390,Not my favorite,Needed tighter editing.,public,2024-02-09 04:26:42,2024-03-08 22:47:33
986,13705897966663871564,Mixed feelings,Exceeded expectations.,public,2025-04-29 10:59:08,2025-05-04 13:48:34
1272,1141407873439135425,Great characters,Well-paced and engaging.,private,2023-09-07 20:35:48,2023-09-08 09:36:08
1145,11981360620211319185,Not my favorite,I learned a lot from this book.,public,2024-07-25 09:55:42,2024-08-23 13:53:13
666,4314099045636945661,Classic,Well-paced and engaging.,public,2023-12-06 10:59:22,2024-01-03 09:25:16
334,13159020405370742106,Not my favorite,Ending surprised me—in a good way.,public,2025-10-05 06:19:19,2025-10-30 00:54:00
922,12047905855563773806,Page-turner,Ending surprised me—in a good way.,public,2024-05-25 21:43:07,2024-05-28 21:38:16
1136,2577492641771213930,Not my favorite,Dialogue shines throughout.,private,2025-10-16 17:03:44,2025-10-18 21:04:25
1342,14487968739079766373,Great characters,Well-paced and engaging.,public,2024-11-08 06:22:28,2024-12-07 17:10:48
748,12189586766672575195,Overhyped,Ending surprised me—in a good way.,public,2023-04-07 19:07:14,2023-05-02 00:01:03
1038,5111445443532547492,Page-turner,Well-paced and engaging.,public,2024-09-07 16:35:11,2024-09-30 16:57:04
935,8259243350507173575,Loved it,Characters felt real and memorable.,public,2023-04-04 14:02:53,2023-04-25 06:12:01
231,14420441937826613525,Great characters,Fantastic world-building and tension.,public,2023-12-21 16:24:42,2024-01-15 20:02:49
1428,6401943093562739882,Solid read,Characters felt real and memorable.,public,2023-10-29 11:34:39,2023-11-27 02:51:12
300,14262536446157767467,Classic,Dialogue shines throughout.,public,2023-08-03 07:30:08,2023-08-29 06:03:56
1435,10643637409976797159,Great characters,Exceeded expectations.,public,2023-01-08 14:26:41,2023-02-01 14:18:12
108,11697627546101385531,"Slow start, strong finish",Needed tighter editing.,public,2023-05-28 02:03:04,2023-06-13 09:44:14
1126,4997864127537486667,Couldn’t put it down,Would recommend to friends.,public,2025-03-14 14:55:16,2025-03-31 22:04:08
369,9289635721082205308,Classic,Fantastic world-building and tension.,private,2025-04-29 21:07:11,2025-05-20 23:02:07
788,5413266826271195007,Not my favorite,Fantastic world-building and tension.,public,2024-02-04 16:24:41,2024-03-01 23:24:26
1194,17417732814255742119,Overhyped,Exceeded expectations.,private,2024-11-23 02:30:00,2024-12-18 04:41:45
744,4155600386141982864,"Slow start, strong finish",I learned a lot from this book.,public,2023-08-10 10:23:37,2023-08-19 11:00:25
628,7435437098751486897,Loved it,Characters felt real and memorable.,public,2023-05-23 03:10:46,2023-06-16 07:34:21
690,18058672527226604384,Couldn’t put it down,Needed tighter editing.,public,2025-04-14 03:56:38,2025-04-24 02:42:55
697,7189255824769567084,Loved it,Would recommend to friends.,private,2023-09-28 18:07:42,2023-10-06 03:56:52
981,1093594247666197261,Solid read,Exceeded expectations.,public,2024-04-02 23:27:15,2024-04-11 15:58:43
726,1664231874535114461,Overhyped,Exceeded expectations.,public,2024-06-19 03:44:15,2024-06-25 08:28:57
979,5538078222800176428,Classic,Characters felt real and memorable.,public,2025-08-21 22:19:20,2025-09-16 20:56:36
123,1664231874535114461,Solid read,Characters felt real and memorable.,public,2023-07-02 17:50:24,2023-07-22 20:57:47
1495,8907288566287135448,Loved it,Ending surprised me—in a good way.,public,2023-11-09 12:45:11,2023-11-28 14:52:15
440,17609217433774855261,"Slow start, strong finish",Needed tighter editing.,public,2025-05-08 14:37:49,2025-06-04 17:25:11
853,13333341719028294353,Couldn’t put it down,Dialogue shines throughout.,public,2024-07-24 20:01:03,2024-08-17 23:52:47
230,9122730487427458676,Not my favorite,Fantastic world-building and tension.,public,2023-09-27 08:00:14,2023-09-28 17:57:17
1329,12383912587000795779,Couldn’t put it down,Plot dragged in the middle.,public,2023-12-04 05:30:13,2023-12-21 11:32:20
773,5935357502678894652,Solid read,Plot dragged in the middle.,public,2024-05-02 09:31:39,2024-05-03 20:26:35
1305,6490188185588497923,Couldn’t put it down,Would recommend to friends.,public,2023-01-06 15:53:53,2023-01-14 00:04:25
854,4851538443644793228,Classic,Plot dragged in the middle.,public,2025-02-11 14:47:05,2025-03-09 09:44:06
1025,5230389622308246387,Couldn’t put it down,Plot dragged in the middle.,public,2024-03-05 21:30:13,2024-03-22 01:09:57
623,15930621718818638801,Overhyped,Exceeded expectations.,public,2025-06-25 05:07:06,2025-07-14 00:33:02
1294,10592102346336478889,Solid read,Ending surprised me—in a good way.,private,2024-02-14 09:51:53,2024-02-29 06:38:36
957,8856802792069150395,Page-turner,Dialogue shines throughout.,public,2023-08-28 20:46:23,2023-09-27 01:15:15
523,8505982555323488517,"Slow start, strong finish",Would recommend to friends.,public,2023-01-14 13:33:30,2023-01-15 07:21:41
1016,1015862579858056675,Loved it,Would recommend to friends.,public,2025-08-24 08:33:49,2025-09-19 08:08:02
47,16344082053917708859,Page-turner,Ending surprised me—in a good way.,public,2025-10-09 04:15:52,2025-10-21 18:08:08
819,14146985458621511195,Couldn’t put it down,Well-paced and engaging.,private,2024-12-31 01:52:12,2025-01-28 21:13:16
347,657398644857132700,Page-turner,Characters felt real and memorable.,public,2023-11-19 04:02:13,2023-11-28 15:58:55
1094,9489864266576957528,Classic,Well-paced and engaging.,public,2025-05-19 22:48:31,2025-05-27 06:50:57
284,15967961092118825623,Page-turner,Ending surprised me—in a good way.,public,2024-05-14 13:54:35,2024-06-11 17:53:59
185,4027700769952687216,Couldn’t put it down,Needed tighter editing.,public,2023-02-13 16:55:47,2023-02-18 05:55:35
1299,16259846706310559117,Not my favorite,Fantastic world-building and tension.,public,2023-01-26 17:01:03,2023-02-21 19:53:53
1108,11481379912811176241,Classic,Well-paced and engaging.,public,2025-03-17 19:38:37,2025-03-28 14:41:50
611,4889868370416016487,Loved it,Characters felt real and memorable.,public,2023-11-19 23:19:10,2023-12-17 11:19:27
374,932658312876759696,Couldn’t put it down,I learned a lot from this book.,public,2024-11-14 07:08:47,2024-11-27 00:59:28
1162,8759658306350821510,Not my favorite,Exceeded expectations.,public,2024-09-12 20:09:39,2024-09-17 16:10:25
1087,128164068627300481,Classic,Would recommend to friends.,public,2023-10-04 13:15:41,2023-10-29 02:21:01
1366,14931093749464785230,Page-turner,Would recommend to friends.,public,2024-01-20 17:56:30,2024-02-03 10:14:36
71,237566151810574138,Classic,Would recommend to friends.,public,2025-03-20 03:20:13,2025-04-01 20:20:38
1052,16547989155104164464,Great characters,Ending surprised me—in a good way.,public,2025-03-17 15:56:50,2025-04-12 18:20:14
274,6640262939325871934,Couldn’t put it down,Fantastic world-building and tension.,public,2023-11-23 02:02:09,2023-11-29 16:54:47
1079,15768211409704436055,Overhyped,Fantastic world-building and tension.,public,2023-11-30 09:02:44,2023-12-02 11:16:32
1353,12774707907524083781,Not my favorite,Well-paced and engaging.,public,2025-03-20 07:55:55,2025-03-24 11:00:07
258,11417294556320326211,Overhyped,Fantastic world-building and tension.,private,2024-03-18 09:31:39,2024-03-20 16:57:06
428,13088612040626725309,Not my favorite,Fantastic world-building and tension.,public,2024-02-04 17:05:06,2024-02-16 07:43:12
230,9940024976007169623,Couldn’t put it down,Fantastic world-building and tension.,public,2025-09-13 02:49:32,2025-09-23 19:40:08
198,17222042369932655480,Loved it,Dialogue shines throughout.,public,2024-10-06 13:21:22,2024-10-26 13:48:47
247,7881292600762553369,Loved it,Characters felt real and memorable.,public,2024-11-06 07:21:51,2024-11-09 20:15:56
546,12772621449727254180,Solid read,Would recommend to friends.,public,2024-07-31 03:13:37,2024-08-14 20:01:05
490,9289330457367827430,"Slow start, strong finish",Characters felt real and memorable.,public,2023-01-07 21:25:07,2023-01-13 04:17:37
862,2308886471688642772,Solid read,I learned a lot from this book.,public,2023-06-15 20:23:54,2023-07-06 11:55:00
76,894206110274106074,Solid read,Exceeded expectations.,private,2023-09-10 01:18:21,2023-09-21 05:12:33
661,809274229575395663,Mixed feelings,Ending surprised me—in a good way.,public,2023-02-03 22:58:13,2023-02-05 15:07:18
1481,2369373209629602179,Not my favorite,Plot dragged in the middle.,public,2023-09-25 04:49:44,2023-09-30 19:20:18
244,10701585412631338137,Solid read,I learned a lot from this book.,private,2025-05-14 03:20:21,2025-05-27 22:06:57
65,12890180906247826338,Page-turner,Plot dragged in the middle.,public,2024-04-04 16:01:28,2024-04-08 13:55:27
599,10137748764853435652,Couldn’t put it down,I learned a lot from this book.,public,2023-07-29 18:02:30,2023-08-07 08:44:09
1094,2852315359308738830,Page-turner,Ending surprised me—in a good way.,public,2024-11-03 00:48:50,2024-11-07 06:00:07
984,12285609297841433131,Overhyped,Needed tighter editing.,public,2025-05-07 12:49:22,2025-05-18 13:37:18
331,11641165553220894159,Overhyped,Plot dragged in the middle.,public,2024-08-26 10:48:40,2024-09-11 00:55:04
1443,17260742021551690757,Couldn’t put it down,Ending surprised me—in a good way.,public,2023-10-19 14:49:57,2023-10-24 02:18:57
851,11660288886022795288,Mixed feelings,Fantastic world-building and tension.,public,2024-09-16 08:15:42,2024-09-17 03:25:58
1092,16065987920570097533,Mixed feelings,Characters felt real and memorable.,public,2025-06-05 20:58:58,2025-07-05 17:17:04
1227,8940251544587747625,Overhyped,I learned a lot from this book.,public,2025-01-25 15:22:41,2025-02-24 01:17:11
1169,18387094909512561073,Loved it,Would recommend to friends.,public,2025-03-24 18:21:45,2025-04-04 11:45:50
657,12482633046191045010,Classic,Would recommend to friends.,public,2024-04-09 04:18:25,2024-04-09 09:29:53
